"","Comparison","SIMPER","OTU"
"86","fluid_inert.control",0.000959111692305004,"WOR-1.Other.Other.Other"
"87","fluid_inert.control",0.000955995030400003,"Alphaproteobacteria.Caulobacterales.Caulobacteraceae"
"88","fluid_inert.control",0.000950581880778012,"Elusimicrobia.Elusimicrobia.Lineage IV.Other"
"89","fluid_inert.control",0.000949925741429047,"Chloroflexi.Anaerolineae.RBG-13-54-9.Other"
"90","fluid_inert.control",0.000906128439933984,"Latescibacteria.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"91","fluid_inert.control",0.000876438134424951,"Diapherotrites.Iainarchaeia.Iainarchaeales.uncultured archaeon"
"92","fluid_inert.control",0.00087332147252106,"Patescibacteria.Parcubacteria.uncultured bacterium.uncultured bacterium"
"93","fluid_inert.control",0.000809511920903949,"Alphaproteobacteria.Rhodospirillales.Rhodospirillaceae"
"94","fluid_inert.control",0.000808527711881002,"Lentisphaerae.Lentisphaeria.Victivallales.GWF2-44-16"
"95","fluid_inert.control",0.000808363677044066,"Firmicutes.Clostridia.Clostridiales.Other"
"96","fluid_inert.control",0.00080770753769599,"Deltaproteobacteria.Myxococcales.VHS-B3-70"
"97","fluid_inert.control",0.000792780367523949,"Betaproteobacteria.Betaproteobacteriales.Methylophilaceae"
"98","fluid_inert.control",0.000779165476047061,"Patescibacteria.ABY1.Candidatus Falkowbacteria.Other"
"99","fluid_inert.control",0.000764402340710957,"Actinobacteria.Coriobacteriia.Other.Other"
"100","fluid_inert.control",0.000756528668533041,"Chloroflexi.Dehalococcoidia.Other.Other"
"101","fluid_inert.control",0.000714699785080986,"Bacteroidetes.Bacteroidia.Bacteroidales.Dysgonomonadaceae"
"102","fluid_inert.control",0.000711747158014919,"Gammaproteobacteria.Methylococcales.Methylococcaceae"
"103","fluid_inert.control",0.000689274385337058,"Verrucomicrobia.Verrucomicrobiae.Pedosphaerales.Pedosphaeraceae"
"104","fluid_inert.control",0.000686485793107039,"Spirochaetes.Spirochaetia.Spirochaetales.Spirochaetaceae"
"105","fluid_inert.control",0.000674839319674936,"Alphaproteobacteria.Acetobacterales.Acetobacteraceae"
"106","fluid_inert.control",0.000656303383086976,"Deltaproteobacteria.Sva0485.Other"
"107","fluid_inert.control",0.00065433496504308,"Alphaproteobacteria.Rhodospirillales.Magnetospiraceae"
"108","fluid_inert.control",0.000642688491610977,"Nitrospinae.P9X2b3D02.Other.Other"
"109","fluid_inert.control",0.000640063934218005,"Patescibacteria.Microgenomatia.Candidatus Shapirobacteria.Other"
"110","fluid_inert.control",0.000628581495623948,"Alphaproteobacteria.Rickettsiales.Mitochondria"
"111","fluid_inert.control",0.00062628500790407,"Hydrogenedentes.Hydrogenedentia.Hydrogenedentiales.Hydrogenedensaceae"
"112","fluid_inert.control",0.000621856067304916,"Gammaproteobacteria.Immundisolibacterales.Immundisolibacteraceae"
"113","fluid_inert.control",0.000616606952518084,"Planctomycetes.Planctomycetacia.Pirellulales.Pirellulaceae"
"114","fluid_inert.control",0.000610045559034988,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Other"
"115","fluid_inert.control",0.000604796444249933,"Gammaproteobacteria.Salinisphaerales.Solimonadaceae"
"116","fluid_inert.control",0.000593478040492035,"Deltaproteobacteria.Myxococcales.Archangiaceae"
"117","fluid_inert.control",0.00059232979663304,"Bacteroidetes.Bacteroidia.Other.Other"
"118","fluid_inert.control",0.000591017517936998,"Deltaproteobacteria.Myxococcales.PS-B29"
"119","fluid_inert.control",0.000577074556786017,"Nitrospirae.4-29-1.uncultured bacterium.uncultured bacterium"
"120","fluid_inert.control",0.000573465790369987,"Chlamydiae.Chlamydiae.Chlamydiales.Parachlamydiaceae"
"121","fluid_inert.control",0.000569364919444926,"Acidobacteria.Thermoanaerobaculia.Thermoanaerobaculales.Thermoanaerobaculaceae"
"122","fluid_inert.control",0.000562311421450024,"Tenericutes.Mollicutes.Other.Other"
"123","fluid_inert.control",0.000557226341502015,"Deltaproteobacteria.Desulfuromonadales.Geobacteraceae"
"124","fluid_inert.control",0.000553945644759968,"Patescibacteria.Gracilibacteria.Other.Other"
"125","fluid_inert.control",0.000549844773833019,"Bacteroidetes.Ignavibacteria.Ignavibacteriales.LD-RB-34"
"126","fluid_inert.control",0.000549024599649006,"Lentisphaerae.Lentisphaeria.Victivallales.Other"
"127","fluid_inert.control",0.000538198300402026,"Chloroflexi.Anaerolineae.Other.Other"
"128","fluid_inert.control",0.000534097429475966,"Betaproteobacteria.Betaproteobacteriales.Nitrosomonadaceae"
"129","fluid_inert.control",0.000529340419201052,"Firmicutes.Bacilli.Bacillales.Alicyclobacillaceae"
"130","fluid_inert.control",0.000507523785870934,"Elusimicrobia.Elusimicrobia.Lineage IV.uncultured bacterium"
"131","fluid_inert.control",0.000506539576848986,"Alphaproteobacteria.Reyranellales.Reyranellaceae"
"132","fluid_inert.control",0.000503258880108048,"Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae"
"133","fluid_inert.control",0.000496369416951969,"Omnitrophicaeota.Ambiguous_taxa.Ambiguous_taxa.Ambiguous_taxa"
"134","fluid_inert.control",0.000493908894395045,"Actinobacteria.Other.Other.Other"
"135","fluid_inert.control",0.00048373873449703,"Bacteroidetes.Bacteroidia.Sphingobacteriales.Other"
"136","fluid_inert.control",0.000483246629987,"Bacteroidetes.Ignavibacteria.Ignavibacteriales.Ignavibacteriaceae"
"137","fluid_inert.control",0.000477013306177998,"Chloroflexi.Anaerolineae.RBG-13-54-9.uncultured bacterium"
"138","fluid_inert.control",0.000475044888132992,"Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidetes vadinHA17"
"139","fluid_inert.control",0.00047012384302092,"Diapherotrites.Micrarchaeia.uncultured archaeon.uncultured archaeon"
"140","fluid_inert.control",0.000463562449539046,"Deltaproteobacteria.Myxococcales.mle1-27"
"141","fluid_inert.control",0.000444534408438946,"Deltaproteobacteria.Syntrophobacterales.Syntrophobacteraceae"
"142","fluid_inert.control",0.000442730025232096,"Planctomycetes.Pla4 lineage.uncultured organism.uncultured organism"
"143","fluid_inert.control",0.000437644945282978,"Gammaproteobacteria.Halothiobacillales.Halothiobacillaceae"
"144","fluid_inert.control",0.000429771273103952,"Deltaproteobacteria.DTB120.Other"
"145","fluid_inert.control",0.000426982680874044,"Actinobacteria.RBG-16-55-12.uncultured bacterium.uncultured bacterium"
"146","fluid_inert.control",0.000421077426739025,"Alphaproteobacteria.Micavibrionales.Micavibrionaceae"
"147","fluid_inert.control",0.000419273043531954,"Firmicutes.Clostridia.Clostridiales.TSAC18"
"148","fluid_inert.control",0.000417468660324993,"Deltaproteobacteria.Myxococcales.Blfdi19"
"149","fluid_inert.control",0.000417304625487058,"Nanoarchaeaeota.Nanohaloarchaeia.Aenigmarchaeales.uncultured archaeon"
"150","fluid_inert.control",0.000410251127492933,"Alphaproteobacteria.Parvibaculales.Parvibaculaceae"
"151","fluid_inert.control",0.00040811867461199,"Euryarchaeota.Thermoplasmata.Methanomassiliicoccales.uncultured"
"152","fluid_inert.control",0.000404509908196071,"Patescibacteria.Parcubacteria.Candidatus Nomurabacteria.Other"
"153","fluid_inert.control",0.000401557281129006,"Armatimonadetes.DG-56.uncultured bacterium.uncultured bacterium"
"154","fluid_inert.control",0.000397456410202945,"Chloroflexi.Anaerolineae.SBR1031.uncultured bacterium"
"155","fluid_inert.control",0.000385317832260035,"Alphaproteobacteria.Caulobacterales.Hyphomonadaceae"
"156","fluid_inert.control",0.000383021344540935,"Patescibacteria.ABY1.Candidatus Falkowbacteria.uncultured bacterium"
"157","fluid_inert.control",0.000370882766598024,"Cyanobacteria.Melainabacteria.Obscuribacterales.Other"
"158","fluid_inert.control",0.000364157338278992,"Chloroflexi.Anaerolineae.SBR1031.Other"
"159","fluid_inert.control",0.000361368746048973,"Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae"
"160","fluid_inert.control",0.000347753854572086,"Planctomycetes.Phycisphaerae.MSBL9.SG8-4"
"161","fluid_inert.control",0.000337419659837912,"Diapherotrites.Micrarchaeia.uncultured euryarchaeote.uncultured euryarchaeote"
"162","fluid_inert.control",0.00033217054505208,"Diapherotrites.Micrarchaeia.Other.Other"
"163","fluid_inert.control",0.000329053883146968,"Bacteroidetes.Bacteroidia.Sphingobacteriales.NS11-12 marine group"
"164","fluid_inert.control",0.00032396880319896,"Bacteroidetes.Ignavibacteria.Ignavibacteriales.PHOS-HE36"
"165","fluid_inert.control",0.000321836350317017,"Euryarchaeota.Methanomicrobia.Methanosarcinales.Methanosarcinaceae"
"166","fluid_inert.control",0.000319211792923046,"Planctomycetes.Phycisphaerae.S-70.uncultured bacterium"
"167","fluid_inert.control",0.000313470573626962,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Other"
"168","fluid_inert.control",0.000307729354328989,"Chlamydiae.LD1-PA32.uncultured bacterium.uncultured bacterium"
"169","fluid_inert.control",0.000299363577639045,"Patescibacteria.Parcubacteria.Candidatus Staskawiczbacteria.Other"
"170","fluid_inert.control",0.000296082880897997,"Nanoarchaeaeota.Woesearchaeia.uncultured euryarchaeote.uncultured euryarchaeote"
"171","fluid_inert.control",0.000295590776386967,"Patescibacteria.Parcubacteria.Candidatus Azambacteria.Other"
"172","fluid_inert.control",0.000293950428016054,"Spirochaetes.MVP-15.uncultured bacterium.uncultured bacterium"
"173","fluid_inert.control",0.000287224999696911,"Planctomycetes.Phycisphaerae.CCM11a.Other"
"174","fluid_inert.control",0.000286240790674075,"Latescibacteria.uncultured organism.uncultured organism.uncultured organism"
"175","fluid_inert.control",0.000285584651325999,"Patescibacteria.Gracilibacteria.uncultured bacterium.uncultured bacterium"
"176","fluid_inert.control",0.000284436407466004,"Firmicutes.Bacilli.Bacillales.Bacillaceae"
"177","fluid_inert.control",0.000284436407467004,"Diapherotrites.Iainarchaeia.Iainarchaeales.Diapherotrites archaeon SCGC AAA011-K09"
"178","fluid_inert.control",0.000284436407466004,"Alphaproteobacteria.Rhizobiales.Devosiaceae"
"179","fluid_inert.control",0.000283780268117928,"Elusimicrobia.Rs-M47.uncultured bacterium.uncultured bacterium"
"180","fluid_inert.control",0.000280171501703008,"Acidobacteria.Holophagae.Holophagales.Holophagaceae"
"181","fluid_inert.control",0.000271969759849999,"Patescibacteria.Parcubacteria.Candidatus Jorgensenbacteria.Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9"
"182","fluid_inert.control",0.000266720645064056,"Chloroflexi.Anaerolineae.Ardenticatenales.uncultured"
"183","fluid_inert.control",0.00026606450571498,"Deltaproteobacteria.Myxococcales.Phaselicystidaceae"
"184","fluid_inert.control",0.000265736436040998,"Deltaproteobacteria.MBNT15.uncultured bacterium"
"185","fluid_inert.control",0.000263111878649025,"Deltaproteobacteria.Bdellovibrionales.Bacteriovoracaceae"
"186","fluid_inert.control",0.000255074171631953,"Planctomycetes.OM190.uncultured bacterium.uncultured bacterium"
"187","fluid_inert.control",0.000250809265869067,"Planctomycetes.Brocadiae.Brocadiales.Brocadiaceae"
"188","fluid_inert.control",0.000249496987171915,"Bacteroidetes.Bacteroidia.Sphingobacteriales.AKYH767"
"189","fluid_inert.control",0.000239818931785041,"Cyanobacteria.Sericytochromatia.uncultured bacterium.uncultured bacterium"
"190","fluid_inert.control",0.000237358409230004,"Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae"
"191","fluid_inert.control",0.000234897886672969,"Patescibacteria.Parcubacteria.Candidatus Moranbacteria.Other"
"192","fluid_inert.control",0.000230140876399054,"WPS-2.bacterium ADurb.Bin236.bacterium ADurb.Bin236.bacterium ADurb.Bin236"
"193","fluid_inert.control",0.000228828597702013,"Patescibacteria.ABY1.Candidatus Uhrbacteria.Other"
"194","fluid_inert.control",0.000225219831286982,"Bacteroidetes.Bacteroidia.Sphingobacteriales.env.OPS 17"
"195","fluid_inert.control",0.000224727726775953,"Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae"
"196","fluid_inert.control",0.00022308737840504,"Planctomycetes.Planctomycetacia.Planctomycetales.uncultured"
"197","fluid_inert.control",0.000220298786175022,"Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidetes BD2-2"
"198","fluid_inert.control",0.000218658437803998,"Cyanobacteria.Oxyphotobacteria.Chloroplast.Other"
"199","fluid_inert.control",0.000217510193945003,"Bacteroidetes.Bacteroidia.Cytophagales.Spirosomaceae"
"200","fluid_inert.control",0.000212753183670977,"Fibrobacteres.Chitinivibrionia.uncultured.uncultured bacterium"
"201","fluid_inert.control",0.000210948800462019,"PAUC34f.Other.Other.Other"
"202","fluid_inert.control",0.000208488277906982,"Edwardsbacteria.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"203","fluid_inert.control",0.000207832138558017,"WPS-2.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"204","fluid_inert.control",0.000206355825024929,"Euryarchaeota.Methanomicrobia.Methanosarcinales.Methanoperedenaceae"
"205","fluid_inert.control",0.000206027755350058,"Gemmatimonadetes.Gemmatimonadetes.Gemmatimonadales.Gemmatimonadaceae"
"206","fluid_inert.control",0.000200450570890021,"Acidobacteria.Subgroup 21.Other.Other"
"207","fluid_inert.control",0.000200286536053973,"Armatimonadetes.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"208","fluid_inert.control",0.000199466361867962,"Fibrobacteres.Chitinivibrionia.uncultured.Other"
"209","fluid_inert.control",0.000195693560615995,"Bacteroidetes.Ignavibacteria.SJA-28.Other"
"210","fluid_inert.control",0.00019503742126703,"Acidobacteria.Aminicenantia.Aminicenantales.uncultured bacterium"
"211","fluid_inert.control",0.000193233038059959,"WOR-1.uncultured prokaryote.uncultured prokaryote.uncultured prokaryote"
"212","fluid_inert.control",0.000192412863874059,"Betaproteobacteria.Betaproteobacteriales.TRA3-20"
"213","fluid_inert.control",0.000189788306480976,"Actinobacteria.WCHB1-81.Other.Other"
"214","fluid_inert.control",0.000189460236807992,"Planctomycetes.Phycisphaerae.Phycisphaerales.AKAU3564 sediment group"
"215","fluid_inert.control",0.00018552340071698,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.uncultured bacterium"
"216","fluid_inert.control",0.000184867261370014,"Patescibacteria.ABY1.Candidatus Kerfeldbacteria.uncultured bacterium"
"217","fluid_inert.control",0.000184047087184003,"Patescibacteria.Parcubacteria.UBA9983.Other"
"218","fluid_inert.control",0.000184047087184003,"Planctomycetes.vadinHA49.uncultured organism.uncultured organism"
"219","fluid_inert.control",0.000181258494953984,"Omnitrophicaeota.Omnitrophia.Omnitrophales.Omnitrophaceae"
"220","fluid_inert.control",0.000178469902724077,"Planctomycetes.Planctomycetacia.Planctomycetales.Rubinisphaeraceae"
"221","fluid_inert.control",0.000175845345331993,"Actinobacteria.Coriobacteriia.OPB41.Other"
"222","fluid_inert.control",0.000174533066633953,"Alphaproteobacteria.Rhizobiales.Xanthobacteraceae"
"223","fluid_inert.control",0.000174040962123034,"Deltaproteobacteria.Myxococcales.bacteriap25"
"224","fluid_inert.control",0.000171580439567998,"Patescibacteria.ABY1.Candidatus Uhrbacteria.Candidatus Uhrbacteria bacterium GW2011_GWE2_45_35"
"225","fluid_inert.control",0.000170104126034021,"Planctomycetes.Phycisphaerae.Phycisphaerales.Phycisphaeraceae"
"226","fluid_inert.control",0.000167971673151968,"Firmicutes.Clostridia.Clostridiales.Ruminococcaceae"
"227","fluid_inert.control",0.000167807638315032,"Spirochaetes.MVP-15.Other.Other"
"228","fluid_inert.control",0.000164855011247966,"Bacteroidetes.Bacteroidia.Flavobacteriales.Flavobacteriaceae"
"229","fluid_inert.control",0.000161738349342966,"Patescibacteria.ABY1.Candidatus Komeilibacteria.Parcubacteria group bacterium GW2011_GWF2_45_11"
"230","fluid_inert.control",0.000155505025536073,"Planctomycetes.Pla4 lineage.uncultured bacterium.uncultured bacterium"
"231","fluid_inert.control",0.000154192746838921,"Chloroflexi.Anaerolineae.SBR1031.A4b"
"232","fluid_inert.control",0.000147795388192984,"Patescibacteria.Parcubacteria.Candidatus Moranbacteria.uncultured soil bacterium"
"233","fluid_inert.control",0.000147795388193095,"Verrucomicrobia.Verrucomicrobiae.Opitutales.Opitutaceae"
"234","fluid_inert.control",0.000147303283681954,"Gammaproteobacteria.Gammaproteobacteria Incertae Sedis.Unknown Family"
"235","fluid_inert.control",0.000146811179171036,"Caldiserica.Caldisericia.Caldisericales.TTA-B15"
"236","fluid_inert.control",0.000145991004985913,"Epsilonbacteraeota.Campylobacteria.Campylobacterales.Thiovulaceae"
"237","fluid_inert.control",0.000145170830800012,"Chlamydiae.Chlamydiae.Chlamydiales.Simkaniaceae"
"238","fluid_inert.control",0.000145006795964076,"Gammaproteobacteria.Acidithiobacillales.Acidithiobacillaceae"
"239","fluid_inert.control",0.000144022586940906,"Gammaproteobacteria.Acidiferrobacterales.Acidiferrobacteraceae"
"240","fluid_inert.control",0.000141398029548045,"Chloroflexi.Anaerolineae.SJA-15.Other"
"241","fluid_inert.control",0.000141233994709999,"Lentisphaerae.Other.Other.Other"
"242","fluid_inert.control",0.000139429611504038,"Omnitrophicaeota.uncultured Verrucomicrobia bacterium.uncultured Verrucomicrobia bacterium.uncultured Verrucomicrobia bacterium"
"243","fluid_inert.control",0.000139429611502928,"Actinobacteria.Acidimicrobiia.Actinomarinales.uncultured"
"244","fluid_inert.control",0.000138773472155074,"Planctomycetes.OM190.Other.Other"
"245","fluid_inert.control",0.000136641019273021,"Lentisphaerae.Lentisphaeria.Victivallales.PRD18C08"
"246","fluid_inert.control",0.000133852427042891,"Lentisphaerae.Oligosphaeria.Oligosphaerales.Lenti-02"
"247","fluid_inert.control",0.000133196287695037,"Gemmatimonadetes.MD2902-B12.uncultured bacterium.uncultured bacterium"
"248","fluid_inert.control",0.00013122786965003,"Patescibacteria.Gracilibacteria.Absconditabacteriales (SR1).Other"
"249","fluid_inert.control",0.00012942348644196,"Alphaproteobacteria.Paracaedibacterales.Paracaedibacteraceae"
"250","fluid_inert.control",0.000125486650353057,"Gammaproteobacteria.1013-28-CG33.Other"
"251","fluid_inert.control",0.000125486650352946,"Euryarchaeota.Thermoplasmata.Marine Group II.Other"
"252","fluid_inert.control",0.000125158580678075,"Planctomycetes.Phycisphaerae.mle1-8.uncultured bacterium"
"253","fluid_inert.control",0.000117941047848902,"Patescibacteria.Microgenomatia.Candidatus Gottesmanbacteria.Other"
"254","fluid_inert.control",0.000117120873662002,"Patescibacteria.ABY1.Candidatus Uhrbacteria.uncultured bacterium"
"255","fluid_inert.control",0.000117120873663001,"Patescibacteria.Parcubacteria.Candidatus Yanofskybacteria.uncultured bacterium"
"256","fluid_inert.control",0.000115152455617995,"Hydrothermarchaeota.Other.Other.Other"
"257","fluid_inert.control",0.000112855967899006,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.uncultured bacterium"
"258","fluid_inert.control",0.000109903340832052,"Chloroflexi.Dehalococcoidia.GIF9.Other"
"259","fluid_inert.control",0.000108755096971946,"Alphaproteobacteria.Rhizobiales.Methyloligellaceae"
