"","Comparison","SIMPER","OTU"
"84","D1.fluid_D1.inert.control",0.000740044038087917,"Patescibacteria.ABY1.Candidatus Komeilibacteria.Parcubacteria group bacterium GW2011_GWF2_45_11"
"85","D1.fluid_D1.inert.control",0.000730930195255053,"Planctomycetes.Phycisphaerae.CCM11a.Other"
"86","D1.fluid_D1.inert.control",0.000709056972453936,"Deltaproteobacteria.Sva0485.Other"
"87","D1.fluid_D1.inert.control",0.00069265205535407,"Planctomycetes.Pla4 lineage.uncultured bacterium.uncultured bacterium"
"88","D1.fluid_D1.inert.control",0.000689006518221014,"Planctomycetes.Phycisphaerae.S-70.uncultured bacterium"
"89","D1.fluid_D1.inert.control",0.000689006518219903,"Gammaproteobacteria.Enterobacteriales.Enterobacteriaceae"
"90","D1.fluid_D1.inert.control",0.000676247138253094,"Elusimicrobia.Rs-M47.uncultured bacterium.uncultured bacterium"
"91","D1.fluid_D1.inert.control",0.000676247138253983,"Omnitrophicaeota.Omnitrophia.Omnitrophales.Omnitrophaceae"
"92","D1.fluid_D1.inert.control",0.000676247138252983,"Patescibacteria.Parcubacteria.Candidatus Moranbacteria.uncultured soil bacterium"
"93","D1.fluid_D1.inert.control",0.000672601601120038,"Actinobacteria.Other.Other.Other"
"94","D1.fluid_D1.inert.control",0.000670778832552954,"Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae"
"95","D1.fluid_D1.inert.control",0.000641614535485946,"Patescibacteria.Microgenomatia.Candidatus Shapirobacteria.Other"
"96","D1.fluid_D1.inert.control",0.000637968998352001,"Omnitrophicaeota.uncultured Verrucomicrobia bacterium.uncultured Verrucomicrobia bacterium.uncultured Verrucomicrobia bacterium"
"97","D1.fluid_D1.inert.control",0.000623386849819108,"Gammaproteobacteria.Acidiferrobacterales.Acidiferrobacteraceae"
"98","D1.fluid_D1.inert.control",0.000621564081250914,"Chloroflexi.Anaerolineae.Other.Other"
"99","D1.fluid_D1.inert.control",0.000588754247051071,"Deltaproteobacteria.Myxococcales.bacteriap25"
"100","D1.fluid_D1.inert.control",0.000574172098516956,"Chloroflexi.Anaerolineae.RBG-13-54-9.uncultured bacterium"
"101","D1.fluid_D1.inert.control",0.000574172098516956,"Euryarchaeota.Thermoplasmata.Marine Group II.Other"
"102","D1.fluid_D1.inert.control",0.000574172098517067,"Lentisphaerae.Lentisphaeria.Victivallales.PRD18C08"
"103","D1.fluid_D1.inert.control",0.000566881024249954,"Alphaproteobacteria.Rhizobiales.Rhizobiaceae"
"104","D1.fluid_D1.inert.control",0.000563235487117009,"Bacteroidetes.Bacteroidia.Chitinophagales.Chitinophagaceae"
"105","D1.fluid_D1.inert.control",0.000563235487116009,"Bacteroidetes.Bacteroidia.Sphingobacteriales.AKYH767"
"106","D1.fluid_D1.inert.control",0.000561412718550036,"Betaproteobacteria.Betaproteobacteriales.Nitrosomonadaceae"
"107","D1.fluid_D1.inert.control",0.000524957347216026,"Acidobacteria.Holophagae.Holophagales.Holophagaceae"
"108","D1.fluid_D1.inert.control",0.000510375198681912,"Alphaproteobacteria.Rhizobiales.Hyphomicrobiaceae"
"109","D1.fluid_D1.inert.control",0.000510375198681023,"Patescibacteria.Parcubacteria.Candidatus Yanofskybacteria.uncultured bacterium"
"110","D1.fluid_D1.inert.control",0.00048485643874796,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Ambiguous_taxa"
"111","D1.fluid_D1.inert.control",0.000483033670181099,"Patescibacteria.Parcubacteria.Candidatus Moranbacteria.Other"
"112","D1.fluid_D1.inert.control",0.000462983215946955,"Actinobacteria.RBG-16-55-12.uncultured bacterium.uncultured bacterium"
"113","D1.fluid_D1.inert.control",0.000462983215946955,"Bacteroidetes.Ignavibacteria.OPB56.Other"
"114","D1.fluid_D1.inert.control",0.000462983215947066,"Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae"
"115","D1.fluid_D1.inert.control",0.000459337678814009,"Diapherotrites.Iainarchaeia.Iainarchaeales.uncultured archaeon"
"116","D1.fluid_D1.inert.control",0.00045933767881301,"Patescibacteria.Microgenomatia.Candidatus Levybacteria.Other"
"117","D1.fluid_D1.inert.control",0.000446578298846978,"Nanoarchaeaeota.Woesearchaeia.archaeon GW2011_AR18.archaeon GW2011_AR18"
"118","D1.fluid_D1.inert.control",0.000441109993145949,"WOR-1.uncultured prokaryote.uncultured prokaryote.uncultured prokaryote"
"119","D1.fluid_D1.inert.control",0.000439287224579976,"Patescibacteria.Gracilibacteria.Other.Other"
"120","D1.fluid_D1.inert.control",0.000437464456013004,"Hydrothermarchaeota.Other.Other.Other"
"121","D1.fluid_D1.inert.control",0.000421059538912028,"Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae"
"122","D1.fluid_D1.inert.control",0.000421059538913027,"Planctomycetes.Brocadiae.Brocadiales.Brocadiaceae"
"123","D1.fluid_D1.inert.control",0.000417414001778971,"Planctomycetes.vadinHA49.Other.Other"
"124","D1.fluid_D1.inert.control",0.000413768464645026,"Elusimicrobia.Lineage IIc.Other.Other"
"125","D1.fluid_D1.inert.control",0.000406477390379023,"Patescibacteria.Parcubacteria.Candidatus Azambacteria.Ambiguous_taxa"
"126","D1.fluid_D1.inert.control",0.000391895241845019,"Zixibacteria.Other.Other.Other"
"127","D1.fluid_D1.inert.control",0.000390072473277936,"Alphaproteobacteria.Reyranellales.Reyranellaceae"
"128","D1.fluid_D1.inert.control",0.000382781399012044,"Nanoarchaeaeota.Woesearchaeia.Nanoarchaeota archaeon SCGC AAA011-D5.Nanoarchaeota archaeon SCGC AAA011-D5"
"129","D1.fluid_D1.inert.control",0.000380958630443962,"Fibrobacteres.Chitinivibrionia.uncultured.uncultured bacterium"
"130","D1.fluid_D1.inert.control",0.000379135861877988,"Euryarchaeota.Thermoplasmata.Marine Group II.uncultured euryarchaeote"
"131","D1.fluid_D1.inert.control",0.000371844787610986,"Planctomycetes.Phycisphaerae.MSBL9.SG8-4"
"132","D1.fluid_D1.inert.control",0.000360908176211039,"Patescibacteria.ABY1.Candidatus Kuenenbacteria.Other"
"133","D1.fluid_D1.inert.control",0.000357262639076983,"Patescibacteria.Microgenomatia.Candidatus Collierbacteria.Other"
"134","D1.fluid_D1.inert.control",0.000353617101944037,"Gemmatimonadetes.Gemmatimonadetes.Gemmatimonadales.Gemmatimonadaceae"
"135","D1.fluid_D1.inert.control",0.000348148796244008,"BRC1.Other.Other.Other"
"136","D1.fluid_D1.inert.control",0.000346326027676924,"Bacteroidetes.Bacteroidia.Sphingobacteriales.Other"
"137","D1.fluid_D1.inert.control",0.000346326027676036,"Chlamydiae.Chlamydiae.Chlamydiales.cvE6"
"138","D1.fluid_D1.inert.control",0.000344503259111062,"Patescibacteria.Berkelbacteria.uncultured bacterium.uncultured bacterium"
"139","D1.fluid_D1.inert.control",0.000342680490542979,"Lentisphaerae.Lentisphaeria.Victivallales.Other"
"140","D1.fluid_D1.inert.control",0.000331743879142921,"Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae"
"141","D1.fluid_D1.inert.control",0.000331743879143032,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Other"
"142","D1.fluid_D1.inert.control",0.000329921110577058,"Bacteroidetes.Bacteroidia.Sphingobacteriales.env.OPS 17"
"143","D1.fluid_D1.inert.control",0.000322630036308946,"Cyanobacteria.Oxyphotobacteria.Chloroplast.Other"
"144","D1.fluid_D1.inert.control",0.000322630036310056,"Rokubacteria.NC10.Methylomirabilales.Methylomirabilaceae"
"145","D1.fluid_D1.inert.control",0.000313516193475971,"Deltaproteobacteria.DTB120.uncultured bacterium"
"146","D1.fluid_D1.inert.control",0.000311693424908999,"Zixibacteria.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"147","D1.fluid_D1.inert.control",0.000306225119208969,"Deltaproteobacteria.Syntrophobacterales.Syntrophobacteraceae"
"148","D1.fluid_D1.inert.control",0.000293465739242049,"Patescibacteria.Parcubacteria.Candidatus Colwellbacteria.Ambiguous_taxa"
"149","D1.fluid_D1.inert.control",0.000293465739241938,"Euryarchaeota.Methanomicrobia.Methanosarcinales.Methanoperedenaceae"
"150","D1.fluid_D1.inert.control",0.000284351896409074,"Alphaproteobacteria.Rhizobiales.Xanthobacteraceae"
"151","D1.fluid_D1.inert.control",0.000284351896407964,"WPS-2.bacterium ADurb.Bin236.bacterium ADurb.Bin236.bacterium ADurb.Bin236"
"152","D1.fluid_D1.inert.control",0.000280706359275018,"Thaumarchaeota.Nitrososphaeria.Nitrosotaleales.Nitrosotaleaceae"
"153","D1.fluid_D1.inert.control",0.000280706359275018,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.uncultured Parcubacteria group bacterium"
"154","D1.fluid_D1.inert.control",0.000280706359274907,"Elusimicrobia.Elusimicrobia.Lineage IV.uncultured bacterium"
"155","D1.fluid_D1.inert.control",0.00026976974787507,"Rokubacteria.NC10.Rokubacteriales.uncultured bacterium"
"156","D1.fluid_D1.inert.control",0.000267946979307987,"Patescibacteria.ABY1.Candidatus Kerfeldbacteria.Other"
"157","D1.fluid_D1.inert.control",0.000264301442174042,"Planctomycetes.Phycisphaerae.mle1-8.uncultured bacterium"
"158","D1.fluid_D1.inert.control",0.000255187599340956,"Deltaproteobacteria.Myxococcales.Phaselicystidaceae"
"159","D1.fluid_D1.inert.control",0.000249719293641038,"WPS-2.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"160","D1.fluid_D1.inert.control",0.000246073756506981,"Alphaproteobacteria.Caulobacterales.Hyphomonadaceae"
"161","D1.fluid_D1.inert.control",0.000244250987940009,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.uncultured bacterium"
"162","D1.fluid_D1.inert.control",0.000240605450807951,"Acidobacteria.Thermoanaerobaculia.Thermoanaerobaculales.Thermoanaerobaculaceae"
"163","D1.fluid_D1.inert.control",0.000236959913673007,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.Other"
"164","D1.fluid_D1.inert.control",0.000235137145107034,"Diapherotrites.Micrarchaeia.uncultured euryarchaeote.uncultured euryarchaeote"
"165","D1.fluid_D1.inert.control",0.000235137145106923,"Patescibacteria.Microgenomatia.Candidatus Gottesmanbacteria.Other"
"166","D1.fluid_D1.inert.control",0.000229668839407005,"Diapherotrites.Iainarchaeia.Iainarchaeales.Other"
"167","D1.fluid_D1.inert.control",0.000224200533707086,"Chloroflexi.Anaerolineae.SJA-15.Other"
"168","D1.fluid_D1.inert.control",0.000218732228005947,"Deltaproteobacteria.Sva0485.uncultured delta proteobacterium"
"169","D1.fluid_D1.inert.control",0.000216909459439973,"Actinobacteria.WCHB1-81.uncultured bacterium.uncultured bacterium"
"170","D1.fluid_D1.inert.control",0.000216909459440084,"Nitrospirae.Nitrospira.Nitrospirales.Nitrospiraceae"
"171","D1.fluid_D1.inert.control",0.000211441153738945,"Latescibacteria.Latescibacteria.Latescibacterales.Latescibacteraceae"
"172","D1.fluid_D1.inert.control",0.000204150079473053,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.metagenome"
"173","D1.fluid_D1.inert.control",0.000204150079472942,"Crenarchaeota.Bathyarchaeia.Other.Other"
"174","D1.fluid_D1.inert.control",0.000204150079472054,"Patescibacteria.Parcubacteria.Candidatus Liptonbacteria.Other"
"175","D1.fluid_D1.inert.control",0.000204150079472942,"Planctomycetes.SPG12-343-353-B69.uncultured bacterium.uncultured bacterium"
"176","D1.fluid_D1.inert.control",0.000204150079473053,"Deltaproteobacteria.Desulfovibrionales.Desulfomicrobiaceae"
"177","D1.fluid_D1.inert.control",0.00020232731090597,"Chloroflexi.Dehalococcoidia.S085.uncultured bacterium"
"178","D1.fluid_D1.inert.control",0.000198681773772025,"Bacteroidetes.Bacteroidia.Flavobacteriales.Crocinitomicaceae"
"179","D1.fluid_D1.inert.control",0.000193213468072995,"Actinobacteria.Thermoleophilia.Gaiellales.uncultured"
"180","D1.fluid_D1.inert.control",0.000193213468071995,"Dependentiae.Babeliae.Babeliales.Other"
"181","D1.fluid_D1.inert.control",0.000193213468071995,"Spirochaetes.MVP-15.uncultured bacterium.uncultured bacterium"
"182","D1.fluid_D1.inert.control",0.000191390699506022,"Firestonebacteria.Other.Other.Other"
"183","D1.fluid_D1.inert.control",0.000191390699505911,"Actinobacteria.WCHB1-81.Other.Other"
"184","D1.fluid_D1.inert.control",0.00018956793093905,"Actinobacteria.Coriobacteriia.Other.Other"
"185","D1.fluid_D1.inert.control",0.000178631319537992,"Patescibacteria.Microgenomatia.Candidatus Woykebacteria.Candidatus Woykebacteria bacterium RBG_13_40_7b"
"186","D1.fluid_D1.inert.control",0.000178631319538991,"Acidobacteria.Subgroup 22.Other.Other"
"187","D1.fluid_D1.inert.control",0.000173163013838074,"Bacteroidetes.Bacteroidia.Other.Other"
"188","D1.fluid_D1.inert.control",0.000167694708138932,"Diapherotrites.Micrarchaeia.Other.Other"
"189","D1.fluid_D1.inert.control",0.000165871939570961,"Nanoarchaeaeota.Woesearchaeia.Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9.Candidatus Pacearchaeota archaeon RBG_19FT_COMBO_34_9"
"190","D1.fluid_D1.inert.control",0.000165871939572071,"PAUC34f.Other.Other.Other"
"191","D1.fluid_D1.inert.control",0.000164049171004987,"Chlamydiae.Chlamydiae.Chlamydiales.Other"
"192","D1.fluid_D1.inert.control",0.000164049171004987,"Planctomycetes.Pla4 lineage.Other.Other"
"193","D1.fluid_D1.inert.control",0.000164049171003988,"Spirochaetes.V2072-189E03.Other.Other"
"194","D1.fluid_D1.inert.control",0.000158580865305069,"Verrucomicrobia.Verrucomicrobiae.Pedosphaerales.Pedosphaeraceae"
"195","D1.fluid_D1.inert.control",0.000154935328170902,"Spirochaetes.Leptospirae.Leptospirales.Leptospiraceae"
"196","D1.fluid_D1.inert.control",0.000154935328172012,"Deltaproteobacteria.Myxococcales.MidBa8"
"197","D1.fluid_D1.inert.control",0.000153112559604041,"Crenarchaeota.Bathyarchaeia.uncultured archaeon.uncultured archaeon"
"198","D1.fluid_D1.inert.control",0.00015311255960504,"Patescibacteria.CPR2.uncultured bacterium.uncultured bacterium"
"199","D1.fluid_D1.inert.control",0.00015311255960393,"Patescibacteria.Parcubacteria.Candidatus Kaiserbacteria.Other"
"200","D1.fluid_D1.inert.control",0.00015311255960504,"Patescibacteria.Parcubacteria.uncultured organism.uncultured organism"
"201","D1.fluid_D1.inert.control",0.000153112559604041,"Alphaproteobacteria.Paracaedibacterales.Paracaedibacteraceae"
"202","D1.fluid_D1.inert.control",0.000149467022470984,"Acidobacteria.Aminicenantia.Aminicenantales.uncultured bacterium"
"203","D1.fluid_D1.inert.control",0.00014764425390501,"Patescibacteria.Gracilibacteria.Candidatus Peregrinibacteria.Candidatus Peregrinibacteria bacterium RIFOXYB2_FULL_41_88"
"204","D1.fluid_D1.inert.control",0.0001476442539039,"Patescibacteria.Berkelbacteria.Other.Other"
"205","D1.fluid_D1.inert.control",0.000143998716771065,"Chloroflexi.Dehalococcoidia.GIF9.Other"
"206","D1.fluid_D1.inert.control",0.000142175948203982,"Kiritimatiellaeota.Kiritimatiellae.WCHB1-41.Other"
"207","D1.fluid_D1.inert.control",0.000140353179638009,"Patescibacteria.ABY1.Candidatus Komeilibacteria.Other"
"208","D1.fluid_D1.inert.control",0.000140353179637009,"Patescibacteria.Parcubacteria.Paceibacterales.Paceibacteraceae"
"209","D1.fluid_D1.inert.control",0.000140353179638009,"Gammaproteobacteria.Halothiobacillales.Halothiobacillaceae"
"210","D1.fluid_D1.inert.control",0.000138530411070925,"Omnitrophicaeota.uncultured organism.uncultured organism.uncultured organism"
"211","D1.fluid_D1.inert.control",0.000138530411070037,"Hydrogenedentes.Hydrogenedentia.Hydrogenedentiales.Hydrogenedensaceae"
"212","D1.fluid_D1.inert.control",0.000136707642504064,"Edwardsbacteria.uncultured bacterium.uncultured bacterium.uncultured bacterium"
"213","D1.fluid_D1.inert.control",0.000133062105371007,"Chloroflexi.Anaerolineae.SBR1031.Other"
"214","D1.fluid_D1.inert.control",0.000129416568236951,"Acidobacteria.Holophagae.Subgroup 7.Other"
"215","D1.fluid_D1.inert.control",0.000127593799670978,"Bacteroidetes.Ignavibacteria.SJA-28.Other"
"216","D1.fluid_D1.inert.control",0.000127593799669978,"Firmicutes.Clostridia.Clostridiales.Gracilibacteraceae"
"217","D1.fluid_D1.inert.control",0.000127593799670089,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_12_FULL_41_16"
"218","D1.fluid_D1.inert.control",0.000127593799670978,"Patescibacteria.Microgenomatia.Candidatus Woesebacteria.Candidatus Woesebacteria bacterium RBG_19FT_COMBO_42_9"
"219","D1.fluid_D1.inert.control",0.000127593799669978,"Gammaproteobacteria.Diplorickettsiales.Diplorickettsiaceae"
"220","D1.fluid_D1.inert.control",0.000125771031104005,"Nitrospirae.BMS9AB35.uncultured bacterium.uncultured bacterium"
"221","D1.fluid_D1.inert.control",0.000122125493969949,"Fibrobacteres.Chitinivibrionia.uncultured.Other"
"222","D1.fluid_D1.inert.control",0.000122125493971059,"Patescibacteria.ABY1.Candidatus Magasanikbacteria.Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_12_FULL_60_25"
"223","D1.fluid_D1.inert.control",0.000116657188270031,"Firmicutes.Other.Other.Other"
"224","D1.fluid_D1.inert.control",0.00011665718826992,"Betaproteobacteria.Betaproteobacteriales.Methylophilaceae"
"225","D1.fluid_D1.inert.control",0.000114834419703058,"Actinobacteria.Actinobacteria.Corynebacteriales.Nocardiaceae"
"226","D1.fluid_D1.inert.control",0.000114834419703946,"Chloroflexi.Dehalococcoidia.H3.93.Other"
"227","D1.fluid_D1.inert.control",0.000114834419703058,"Chloroflexi.Dehalococcoidia.SAR202 clade.uncultured bacterium"
